up_code,up_name_omie,legal_entity,ownership_pct,unit_type_omie,zone_omie,technology_omie,omie_page
EGVD564,UOF COLMENA,SU,N,NIJARMAR,"AXPO IBERIA, S",.L.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,36
ELERV02,PRODUTORA,,,,ELERGONE ENE,RGIA S A 100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof),36
ELVD001,ELEIA VD 001,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Tér",36
ELVD025,CLIFV21,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD032,CRISOL,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD033,SOLANAS,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD034,BATTOS,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD035,VIÑAS,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD037,RETAMAR,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD038,LAS TECLAS,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD039,JOLCA,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD040,5 VILLAS,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R",36
ELVD043,PLAZA 1,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD044,PLAZA 2,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD045,LOS LLANOS,,,,ELECTRICIDAD,"ELEIA, S.L.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",36
ELVD046,CASA III,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD047,CASA IV,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD048,CASA V,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD049,ALCAZ 2,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD050,ECOSOLAR LEVANTE,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD051,CASA I,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD052,CASA II,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD053,CASA VI,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD054,CASA VII,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD055,CASA IX,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD056,CID 1,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD057,CID 2,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD058,CID 3,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD059,CID 4,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD060,HERRERA III,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ELVD061,MULA 3,,"ELECTRICIDAD ELEIA,",S,.L.,U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENDGVD1,EG RE TARIFA REPRESEN,TANTE,ENDESA GENERACIÓN,",",S.A,. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENDRE01,PENINSULA FV AUTOCON,SUMO EE,ENDESA ENERGÍA (Act,.:,Co,mercialización Reg. Esp.) 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENDRE02,VENTA EXCE AC > 1 MW,,ENDESA ENERGÍA (Act,.:,Co,mercialización Reg. Esp.) 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENERE01,UNIDAD DE VENTA,,ENERGIAREA EUROPE,,SL, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENFOV02,ENFOV02,,ENFORCESCO SA,,, 100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof),37
ENGNG02,COGENERACIONES,,CAPWATT RETAIL ELE,C,TRI,"CIDADE PT, S.A. 100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof)",37
ENGNV02,UPAC CARVEMA,,CAPWATT RETAIL ELE,C,TRI,"CIDADE PT, S.A. 100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof)",37
ENMRE01,EDM VENTA,,COMERCIALIZADORA,D,E E,LECTRICIDAD Y GAS DEL MEDITER 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,37
ENRVD02,CELULOSA DE ASTURIAS,RTCEASA,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD03,ENCE ENERGIA HUELVA,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD04,ENCE ENERGIA Y CELULO,SA,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD05,CELULOSA ENERGIA,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD06,ENCE ENERGIA EXTREMA,DURA,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD07,CELULOSA DE ASTURIAS,CGCEASA,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD09,LALOMA,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD10,ENEMANSA,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD11,LUCENA BIOMASA,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD12,LUCENA COGENERACION,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD14,ENCE ENERGIA HUELVA D,OS,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD15,ENCE ENERGIA PUERTOL,LANO,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENRVD16,ECOCARBURANTE ESPAÑ,OLES,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD17,BIOCARBURANTES CASTI,LLA Y LEON,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD18,MOVIALSA COGENERACIO,N,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD19,MOVIALSA BIOMASA,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD21,MOVIALSA COGENERACIO,N V,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENRVD99,ENCE CBIO1,,MAGNON GREEN ENE,R,GY,SL 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENURE01,ENURE01,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENURE02,ENURE02,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENURE03,ENURE03,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,37
ENURE04,ENURE04,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,37
ENURE05,ENURE05,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,37
ENURE06,ENURE06,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENURE07,LA JARA I,,ENERGIA NUFRI SLU,,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,37
ENURE08,ENURE08,,,,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica no,38
ENURE09,LA JARA 2,,,,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
ENURE10,LA RASA 1,,,,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
ENURE11,POAL FOTOVO,L,TAIC,A,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
ENURE12,NUFRI SOLAR,,,,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
ENURE13,CASTELLANA,,,,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
ENURE14,MAS ROIG,,,,ENERGIA NUF,RI SLU        100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
ENVD001,UOF FV ERPC,,,,ENERGIES RE,"NO VA BLES PÚBLIQUE S DE CATALUNYA , S.A.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
ENVD002,UOF HI ERPC,,,,ENERGIES RE,"NO VA BLES PÚBLIQUE S DE CATALUNYA , S.A.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",38
ENVD003,UOF FV ERPC,G,ENER,ICA,ENERGIES RE,"NO VA BLES PÚBLIQUE S DE CATALUNYA , S.A.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
ENVD004,UOF HI ERPC G,E,NER,ICA,ENERGIES RE,"NO VA BLES PÚBLIQUE S DE CATALUNYA , S.A.U. 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",38
EOUVD01,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",38
EOUVD02,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
EOUVD03,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica no",38
EOUVD04,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica Re",38
EOUVD05,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Térmi",38
EOUVD06,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica no",38
EOUVD07,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Eólica",38
EOUVD08,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Solar Foto",38
EOUVD09,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Hidráulica",38
EOUVD10,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Térmica R",38
EOUVD11,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Solar Térm",38
EOUVD12,REGSITI VENT,A,RE,,REGSITI COM,"ER CIA LIZAD ORA REG ULA DA , S.L.U.   100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Térmica no",38
ERUNV02,UNIDADE FISIC,A,DE A,GREGACAO,GREENVOLT,"CO MUN IDAD ES, SA      100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof)",38
ESCCC1,C.C. ESCOMBR,E,RAS,1,ENGIE CARTA,GE NA S.L       100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado,38
ESCCC2,C.C. ESCOMBR,E,RAS,2,ENGIE CARTA,GE NA S.L       100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado,38
ESCCC3,C.C. ESCOMBR,E,RAS,3,ENGIE CARTA,GE NA S.L       100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado,38
ESC6,C.C. ESCOMBR,E,RAS,6,IBERDROLA E,NE RGÍ A ESP AÑA S..A.      100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado,38
ETO1,EL TORCIO,,,,WIND TO MAR,KE T (A CT.: COMERCIA LIZ AC IÓN RE)   100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neración,38
EVIRE01,ENERGIA VIVA,V,ENT,A,ENERGIA VIV,A S PAI N SL.       100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov,38
EYPRE01,PV MENORS 1M,,W,,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
EYPRE02,HIDRO MENOR,1,MW,,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",38
EYPRE03,HIDRO MAJOR,1,MW,,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",38
EYPRE04,FV CAÑADA LE,N,TISC,O,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
EYPRE05,PV SEG PLANT,E,S,,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
EYPRE06,PV SIRAH,,,,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
EYPRE07,FV 1 5 EXT,,,,ESTABANELL,"IM PUL SA, S. A.      100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
EZURV02,UNIDADE DE V,E,NDA,,EZU ENERGIA,", L DA        100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof)",38
E21VD01,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",38
E21VD02,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
E21VD03,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",38
E21VD04,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica Re",38
E21VD05,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotov",38
E21VD06,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Térmi",38
E21VD07,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica no",38
E21VD08,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Geotérmica",38
E21VD09,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica no",38
E21VD10,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica Re",38
E21VD11,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Eólica",38
E21VD12,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Solar Foto",38
E21VD13,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Solar Térm",38
E21VD14,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Hidráulica",38
E21VD15,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Térmica R",38
E21VD16,EXXI VENTA RE,,,,ENERGÍA XXI,"CO ME RCIAL IZADORA DE RE FERENCIA, S .L. 100 GENERACION ZONA ESPAÑOLA RE Tar. CUR Térmica no",38
FAERE01,FAERE01,,ENDESA GENER,"ACIÓN, S",.A.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD01,FOTO >15 TARIFA,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD02,COGENERACIÓN,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,39
FENVD03,EOLICA,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,39
FENVD04,HIDRAULICA,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,39
FENVD05,FOTO > 1MW,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD06,EOLICA TERRESTRE,GESTIONABLE,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,39
FENVD07,FVCAR2,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD08,FVCAR3,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD09,FVCAR4,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD10,FVVEGA,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FENVD11,PE MONTE TOURADO,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,39
FENVD12,PE FARRAPA II,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,39
FENVD13,PE BRETOÑA,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,39
FENVD14,BIOGAS,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,39
FENVD15,F15AFEN,,FENIE ENERGIA,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FUTVD03,FUTGR ROMA COGFU,T,CAPWATT COM,ERCIAL S.,L.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,39
FUTVD04,FUTGR FOTOVOLTAI,CAS,CAPWATT COM,ERCIAL S.,L.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
FUTVD06,ALCARRAS,,CAPWATT COM,ERCIAL S.,L.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,39
FUTVD11,VOLTREGA,,CAPWATT COM,ERCIAL S.,L.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,39
GACVD1,GAC REG. ESPECIAL,TARF REP,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD10,GACVD10,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD11,GACVD11,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD12,GACVD12,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD13,GACVD13,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD14,GACVD14,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD4,GAC REG. ESPECIAL,REP,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD5,GAC REG. ESPECIAL,REP,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD6,GAC REG. ESPECIAL,REP,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD7,GACVD7,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD8,GACVD8,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GACVD9,GACVD9,,GEOATLANTER,,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD1,PARQUE VALDECARR,O,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD2,PARQUE ALCAZAR 1,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD3,PARQUE MANZANAR,ES,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD4,PARQUE LOGRO,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD5,PARQUE ICTIO ALCA,ZAR I,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD6,PARQUE ICTIO ALCA,ZAR II,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD7,ICTIO ALCAZAR III,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD8,ALCAZAR II,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPVD9,VALDIVIESO,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALPWV2,UNIDADE DE VENDA,,PETROGAL SA,,,100 GENERACION ZONA PORTUGUESA RE Tarifa CU R (uof),39
GALVD10,RIBAGRANDE,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD11,SIERREZUELA,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD12,ESCARNES,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD13,ENVITERO,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD14,MOCATERO,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD15,IGNIS SOLAR I,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD16,MEDIOMONTE,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD17,EMOCIÓN,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD18,ESCATRÓN SOLAR II,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD19,PALABRA,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD20,VALDELAGUA,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD21,EL ROBLEDO,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD22,HAZAÑA SOLAR,,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,39
GALVD23,TALENTO,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100,GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,40
GALVD24,ESPLENDOR,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100,GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,40
GALVD25,PITARCO A,GALP ENERGÍA,"ESPAÑA,",S.A.U.,100,GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,40
