codigo_de_uf,codigo_eic,descripcion_corta,descripcion_larga,tipo_de_produccion,vinculacion_con_sm,vinculacion_con_up,potencia_maxima_mw
LOBSILL,18W000000000M7YG,LOBSILL,UF SOLAR LOBOSILLO,Solar fotovoltaica,NEXU,FLOBSIL,"4,0"
LOCAC01,18W000000000UFOH,UP LOCALUZ,UPLOCALUZ,Comercializadores mercado libre,LOCAL,LOCAC01,"0,1"
LOCAPON,18WLOCAPON-123-T,LOCAPON,LOMA DEL CAPON,Eólica terrestre,GNCO,EGASNE0,"30,0"
LODALGA,18W000000000TI1L,LODALGA,TRATAMIENTO Y REDUCCION DE  LO,Gas natural cogeneración,EGLE,TINROKO,"1,4"
LOGROSA,18WLOGROSA-123-V,MOJONGORDO,FMOJONGORDO,Solar fotovoltaica,GESTE,FLOGROS,"5,0"
LOKSP,18W000000000RRH7,LOKSP,LOKSP,Solar fotovoltaica,GNRA,LOKOH,"24,1"
LOLLOC,18W000000000U3MK,SAN LOREC,SAN LORENZO C,Eólica terrestre,RENSP,SLOREC,"28,1"
LOLLOD,18W000000000U3OG,SAN LORED,SAN LORENZO D,Eólica terrestre,RENSP,SLORED,"33,7"
LOMAG,18WLOMAG-12345-G,LOMAG,PARQUE EÓLICO LOMA GORDA,Eólica terrestre,GNCO,EGASNE1,"50,0"
LOMAGOR,18W000000000F5VJ,LOMAGOR,PE LOMA GORDA I,Eólica terrestre,ECYR,EREGPEV,"23,9"
LOMAPE,18W000000000ONFZ,LOMAPE,18W000000000ONFZ,Eólica terrestre,EGLE,EPRADA,"28,6"
LOMAS,18WLOMAS-1234-E7,LOMAS,LOMAS,Eólica terrestre,NEXU,EPLOMAS,"15,0"
LOMAV1,18W000000000I976,LOMAVISO1,LOMA VISO 1,Eólica terrestre,WMARK,EFWMARK,"2,0"
LOMAV2,18W000000000I984,LOMAVISO2,LOMA VISO 2,Eólica terrestre,WMARK,EFWMARK,"3,0"
LOMILAS,18WLOMILAS-123-Q,LOMILLAS,PARQUE EÓLICO LAS LOMILLAS,Eólica terrestre,CEG,ELOMILA,"12,0"
LOMILLA,18WLOMILLA-12-E9,LOMILLA,PE LAS LOMILLAS,Híbrida Renovable,HC G,HIBSHA3,"117,1"
LOMOLIN,18W000000000N66Y,LOMOLIN,CH LOS M OLINOS,Fluyente,HC G,HCHI2,"1,2"
LOMOS,18W000000000MGYQ,LOMOS,UF SOLAR LOMOS,Solar fotovoltaica,NEXU,FSLOBON,"2,7"
LOMOSII,18W000000000MPIV,LOMOSII,UF SOLAR LOMOSII,Solar fotovoltaica,NEXU,FLOMOS2,"2,2"
LONVB,18W000000000V654,LONVB,LONVB,Solar fotovoltaica,GNRA,FVGNRA,"2,7"
LOR1,18WLOR1-12345-AE,ORGANOS 1,LOS ORGANOS 1,Fluyente,ENDG,GDLQ,"0,9"
LOR2,18WLOR2-12345-A4,ORGANOS 2,LOS ORGANOS 2,Fluyente,ENDG,GDLQ,"0,9"
LORAI,18WLORAI-12345-H,LORAI,P.E. LA LORA I,Eólica terrestre,EGLE,ELBOGA,"49,6"
LORAII,18WLORAII-1234-8,LORAII,P.E. LA LORA II,Eólica terrestre,EGLE,ELBOGA,"49,6"
LORC,18WLORC-12345-AF,LORCHA,LORCHA,Fluyente,BARER,LORC,"0,6"
LORENZ1,18W000000000RR12,LORENZ1,LORENZO SOLAR,Solar fotovoltaica,GNRA,FVLOREN,"3,6"
LORIGUI,18WLORIGUI-12-AR,LORIGUI,LORIGUI,Embalse,IBGES,HFIBGES,"4,5"
LOSANII,18W000000000UBCG,LOSANII,LOSAN II,Gas natural cogeneración,EGLE,TCETA,"22,9"
LOSGONZ,18W000000000IG7M,LOSGONZ,PSF LOS GONZALEZ,Solar fotovoltaica,EGLE,FNAVID,"39,8"
LOSILLA,18WLOSILLA-12-EH,LOSILLA,LOSILLA,Eólica terrestre,GNCO,EGASNE1,"11,9"
LOSLLNS,18W000000000QQFI,LSLLANOS,LOSLLANOSS,Solar fotovoltaica,GNRA,FLLANOS,"42,3"
LOSMANU,18WLOSMANU-123-C,LOSMANU,18WLOSMANU-123-C,Fluyente,EGLE,HACUAM,"2,9"
LOTZ,18WLOTZ-12345-AM,LOTZABIAN,LOZABIAN,Fluyente,GNRA,HLASJO,"0,1"
LOUREIR,18WLOUREIR-123-2,LOUREIR,18WLOUREIR-123-2,Fluyente,EGLE,HLOURG,"1,5"
LOVEC01,18W000000000IYO8,LOVEC01,LOVE PENINSULA,Comercializadores mercado libre,LOVEE,LOVEC01,"0,1"
LOVIC01,18W000000000TF5M,UP LOVILUZ,UP LOVILUZ,Comercializadores mercado libre,LOVIL,LOVIC01,"0,1"
LPARDAS,18WPELASPARDAS-F,LPARDAS,P.E.LAS PARDAS,Eólica terrestre,ECYR,EEGPEM,"49,5"
LPE1,18WLPE1-12345-AY,PEA 1,LA PEA 1,Fluyente,ASIE,ASIJUCA,"0,3"
LPE2,18WLPE2-12345-AO,PEA 2,LA PEA 2,Fluyente,ASIE,ASIJUCA,"0,3"
LPE3,18WLPE3-12345-AE,PEA 3,LA PEA 3,Fluyente,IBEG,JUCA,"0,3"
LPE4,18WLPE4-12345-A4,PEA 4,LA PEA 4,Fluyente,ASIE,ASIJUCA,"0,3"
LPOIX,18W000000000PZXX,LPOIX,LPOIX,Solar fotovoltaica,GNRA,FVPOSA,"10,0"
LPUERTO,18W000000000NKJ3,LMBRERS,PUERTOBRERAS,Solar fotovoltaica,GESTE,FBRERAS,"43,4"
LPWEC01,18W000000000VE6F,LPWEC01,LPWEC01,Comercializadores mercado libre,LPWEN,LPWEC01,"0,1"
LRB1,18WLRB1-12345-A6,RABANOS 1,LOS RABANOS 1,Fluyente,ENDG,EBRACC1,"2,2"
LRB2,18WLRB2-12345-AX,RABANOS 2,LOS RABANOS 2,Fluyente,ENDG,EBRACC1,"2,1"
LRC1,18WLRC1-12345-AW,RECUEJA 1,LA RECUEJA 1,Fluyente,BARER,BERJUCA,"1,8"
LRC2,18WLRC2-12345-AM,RECUEJA 2,LA RECUEJA 2,Fluyente,BARER,BERJUCA,"1,5"
LRE1,18WLRE1-12345-AA,RETORNA 1,LA RETORNA 1,Fluyente,IBEG,EBRA,"1,1"
LRE2,18WLRE2-12345-A0,RETORNA 2,LA RETORNA 2,Fluyente,IBEG,EBRA,"1,1"
LRIB,18WLRIB-12345-AE,RIBEIRA,LA RIBEIRA,Embalse,ENDG,SBEU,"5,9"
LSARCOS,18W000000000OK5R,LSARCOS,UF SOLAR LOS ARCOS,Solar fotovoltaica,NEXU,FARCOS,"40,0"
LSER,18WLSER-12345-AY,SERENA ,LA SERENA,Embalse,ENDG,GDNA,"22,0"
LSERN,18W000000000P4ZB,LSERN,LA SERNA,Eólica terrestre,REPSB,EPI,"9,8"
LSINC01,18W000000000NOA9,LUZ INCLUS,LUZ SOLIDARIA INCLUSIVA SL,Comercializadores mercado libre,LSINC,LSINC01,"0,1"
LSP1,18WLSP1-12345-AP,LLESP 1,LLESP 1,Fluyente,ENDG,EBRFEN,"6,1"
LSP2,18WLSP2-12345-AF,LLESP 2,LLESP 2,Fluyente,ENDG,EBRFEN,"6,1"
LSPICOS,18W000000000QPTU,PICOS,LOSPICOS,Solar fotovoltaica,GNRA,FLPICOS,"16,8"
LTAIX,18W000000000PZWZ,LTAIX,LTAIX,Solar fotovoltaica,GNRA,FVTABA,"12,5"
LTRR,18WLTRR-12345-AR,TORRASA,LA TORRASA,Embalse,ENDG,EBRFEN,"4,2"
LUBAC01,18W-LUBAC01-4--J,LUBALOO,LUBALOO,Comercializadores mercado libre,LUBAL,LUBAC01,"0,3"
LUBIAN,18WLUBIAN-123-EC,LUBIAN,P.E. LUBIAN,Eólica terrestre,WMARK,LUBIAN,"50,0"
LUBRISU,18W-LUBRISU-1--F,LUBRISU,COG. LUBRISUR,Gas natural cogeneración,SEDAE,TFLUBRB,"39,2"
LUC1,18WLUC1-12345-AX,L.URQUIJ 1,LUCAS DE URQUIJO 1,Embalse,IBEG,JUCA,"5,9"
LUC2,18WLUC2-12345-AN,L.URQUIJ 2,LUCAS DE URQUIJO 2,Embalse,IBEG,JUCA,"5,9"
LUC3,18WLUC3-12345-AD,L.URQUIJ 3,LUCAS DE URQUIJO 3,Embalse,IBEG,JUCA,"13,4"
LUC4,18WLUC4-12345-A3,L.URQUIJ 4,LUCAS DE URQUIJO 4,Embalse,IBEG,JUCA,"13,7"
LUCAC01,18W000000000R4MT,LUCIFERASA,LUCIFERASA-2 ENERGIA SL,Comercializadores mercado libre,LUCIA,LUCAC01,"1,0"
LUCAINE,18W000000000S5U6,LUCAINE,FV LUCAINENA,Solar fotovoltaica,CEG,FLUCA,"33,1"
LUCERO1,18W000000000TQDA,LUCERO,LUCERO,Solar fotovoltaica,ADXRE,FAUDAX,"41,0"
LUCIC01,18W00000000065GB,LUCI,COMERCIALIZADORA,Comercializadores mercado libre,LUCIE,LUCIC01,"1,0"
LUCKC01,18W000000000SXZN,UP LUCKY,UP LUCKY LUZ,Comercializadores mercado libre,LUCK,LUCKC01,"0,1"
LUG1,18WLUG1-12345-AQ,LUGAN 1,LUGAN 1,Fluyente,ASIE,ASIDUE,"0,5"
LUG2,18WLUG2-12345-AG,LUGAN 2,LUGAN 2,Fluyente,ASIE,ASIDUE,"0,1"
LUISA,18WLUISA-1234-EZ,LUISA,P.E. LUISA,Eólica terrestre,EGED,EFEGEL2,"21,7"
LUM1C01,18W-LUM1C01-4--R,LUM1C01 CO,"HIDROELÉCTRICA LUMYMEY, S.L. C",Comercializadores mercado libre,LUM1,LUM1C01,"6,4"
LUMBRIA,18W000000000RV8D,LUMBRIA,LA UMBRIA,Solar fotovoltaica,EGLE,FANSA,"2,4"
LUMIC01,18W-LUMIC01-5--I,LUMISA,LUMISA,Comercializadores mercado libre,LUMIE,LUMIC01,"2,0"
LUNA,18WLUNA-12345--T,LUNA,LUNA,Eólica terrestre,HISPE,DANSZN,"49,5"
LUNIX,18W000000000TTU4,LUNIX,LUNIX,Solar fotovoltaica,GNRA,UPSON3,"1,7"
LUXC01,18W0000000000CK6,LUX FORUM,UP LUX FORUM COMERCIALIZACION,Comercializadores mercado libre,LUX,LUXC01,"0,1"
LUXIC01,18W000000000SKS2,LUXIC01,LUXIC01,Comercializadores mercado libre,LUXIA,LUXIC01,"0,0"
LUZNOR,18WLUZNOR-123-EL,LUZNOR,LUZNOR,Eólica terrestre,IBGES,EHIBGES,"38,0"
LUZSC01,18W000000000GN6B,UPR LUZSO,UPR LUZ SOLIDARIA,Comercializadores mercado libre,LUZSO,LUZSC01,"0,1"
LUZYC01,18W000000000NYTF,LUZYC01,LUZYC01,Comercializadores mercado libre,LUZYE,LUZYC01,"0,1"
LVG1,18WLVG1-12345-AE,LA VEGA 1,LA VEGA 1,Fluyente,ENDG,GDLQ,"0,9"
LVG2,18WLVG2-12345-A4,LA VEGA 2,LA VEGA 2,Fluyente,ENDG,GDLQ,"0,9"
LVI1,18WLVI1-12345-AT,VILLANUE 1,LOS VILLANUEVAS 1,Fluyente,IBEG,JUCA,"1,0"
LVI2,18WLVI2-12345-AJ,VILLANUE 2,LOS VILLANUEVAS 2,Fluyente,IBEG,JUCA,"0,8"
LVI3,18WLVI3-12345-A9,VILLANUE 3,LOS VILLANUEVAS 3,Fluyente,IBEG,JUCA,"1,4"
MACEC01,18W000000000IVW1,MACEC01,MACEC01,Consumos directos en mercado,MACEB,MACEC01,"1,7"
MACFW,18W000000000R0VN,MACFW,MACFW,Solar fotovoltaica,GNRA,FVGNRA,"1,4"
MACHIN,18WMACHIN-123-AQ,MACHIN,SALTO DE MACHIN,Fluyente,EGED,HFEGED,"4,0"
MADBE,18W000000000QXW0,MADBE,MADBE,Solar fotovoltaica,GNRA,FVGNRA,"1,6"
MADEPMM,18W000000000PB3H,MADEPMM,MADEPMM,Gas natural cogeneración,IBCUR,TDIBCUR,"0,0"
MADRIGA,18WMADRIGA-12--B,MADRIGA,MADRIGAL,Solar fotovoltaica,WMARK,FFWMARK,"1,3"
MADRON,18WMADRON-1234-G,MADROÑALES,P.E. MADROÑALES,Eólica terrestre,ECYR,EEGPES,"34,0"
MAFRIGE,18W000000000UVXP,MAFRIGES,MAFRIGES,Solar fotovoltaica,EPYM,EYPPV6,"2,7"
MAGAL26,18WMAGAL26-12-E9,MAGAL26,MAGAL26,Eólica terrestre,SHELL,SESAWIN,"10,8"
MAGALLN,18W000000000OR72,MAGALLN,PE CAMPO DE MAGALLON,Eólica terrestre,CEG,EMGALLN,"10,0"
MAGALLO,18WMAGALLO-12-ER,MAGALLO,P.E. SANTO CRISTO DE MAGALLON,Eólica terrestre,CEG,EGEAMG,"40,0"
MAGANA,18WMAGANA-123-ET,MAGANA,P.E. MAGAÑA,Eólica terrestre,ECYR,EREGPE1,"24,7"
MAGASQ,18W000000000JRY5,MAGASQ,UF MAGASQUILLA,Solar fotovoltaica,NEXU,FMAGVE,"10,0"
MAGAZ,18WMAGAZ-12345-T,MAGAZ,P.E.MAGAZ,Eólica terrestre,GNCO,EGASNE0,"30,0"
MAGDAL,18WMAGDAL-123-ES,MAGDAL,P.E LA MAGDALENA,Eólica terrestre,IBGES,EHIBGES,"23,8"
MAGOSA,18W0000000009YN9,MAGOSA,18W0000000009YN9,Gas natural cogeneración,EGLE,TTINTS,"2,0"
MAGSO1,18W000000000TZL4,MAGSO1,MAGSO1,Solar fotovoltaica,SOLRC,FMAGSOL,"5,0"
MAGSO2,18W000000000TZM2,MAGSO2,MAGSO2,Solar fotovoltaica,SOLRC,FMAGSOL,"5,0"
MAHORA,18W000000000PXHY,MAHORA,PARQUE FV MAHORA,Solar fotovoltaica,EBLCO,FMAHOR,"5,0"
MAITENA,18WMAITENA-123-F,MAITENA,18WMAITENA-123-F,Fluyente,EGLE,HGUEJG,"2,5"
MAJADAA,18W000000000N9I1,MAJADAA,FV MAJADA ALTA,Solar fotovoltaica,IBGES,FIBGEMS,"38,0"
MAJAL,18WMAJAL-12345-B,MAJAL,P.E. MAJAL ALTO,Eólica terrestre,IBGES,EHIBGES,"50,0"
MAJOGAZ,18WMAJOGAZ-123-2,MAJOGAZ,P.E. MAJOGAZAS,Eólica terrestre,EBLCO,EMAJOGA,"49,5"
MAL1,18WMAL1-12345-AD,MALVA 1,LA MALVA 1,Fluyente,HC G,HCHI,"2,2"
MAL2,18WMAL2-12345-A3,MALVA 2,LA MALVA 2,Fluyente,HC G,HCHI,"2,2"
MAL3,18WMAL3-12345-AU,MALVA 3,LA MALVA 3,Fluyente,HC G,HCHI,"2,2"
MAL4,18WMAL4-12345-AK,MALVA 4,LA MALVA 4,Fluyente,HC G,HCHI,"2,2"
MALA1,18WMALA1-1234567,MALA1,CCC MALAGA 1,Ciclo combinado,GNCC,MALA1,"415,5"
MALAG01,18WMALAG01-123-V,MALAG01,P.E. MALAGON I,Eólica terrestre,GNCO,EGASNE1,"36,0"
MALAG02,18WMALAG02-123-O,MALAG02,P.E. MALAGÓN II,Eólica terrestre,GNCO,EGASNE1,"50,0"
MALEF,18WMALEF-1234-ES,MALEF,P.E. MALEFATON,Eólica terrestre,IBGES,EHIBGES,"49,5"
MALLADA,18WMALLADA-123-U,MALLADA,P.E. LA MALLADA,Eólica terrestre,HC G,HCGSCSA,"44,8"
MALLEN,18WMALLEN-123-EQ,MALLEN,P. E. MALLEN,Eólica terrestre,GNRA,PEVER2,"29,8"
MALPAS,18W000000000T9XL,MALPAS,MALPAS,Hidráulica - No UGH,DETIC,HYMALPA,"3,8"
MALPICA,18WMALPICA-12-EJ,MALPICA,PARQUE EOLICO DE MALPICA,Eólica terrestre,IGNIS,EGMALP,"16,4"
MANDEO,18W000000000F3N4,MANDEO,MANDEO ZARZO,Fluyente,ECYR,HEGPE,"25,6"
MANDRES,18WMANDRES-12-AD,MANDRES,18WMANDRES-12-AD,Híbrida Renovable,EGLE,HFCEREG,"4,6"
MANGA,18WMANGA-1234-EV,MANGA,P. E. LA MANGA,Eólica terrestre,EGED,EGREEN,"12,0"
MANGMV0,18W000000000TB15,MANGMV02,MANGMV02,Solar fotovoltaica,MANUE,VMANGM,"2,0"
MANID,18W000000000QYMH,MANID,MANID,Solar fotovoltaica,GNRA,FVGNRA,"1,9"
MANTECA,18WMANTECA-123-B,MANTECA,18WMANTECA-123-B,Eólica terrestre,EBLCO,ERIANSA,"4,0"
MANZAN,18WMANZAN-123-EB,MANZAN,MANZAN,Eólica terrestre,MEDI,EMEDI,"25,5"
MANZANL,18W000000000OND2,MANZANL,PE MANZANAL F002,Eólica terrestre,CEG,EMANZAN,"41,2"
MANZNRE,18W000000000OK4T,MANZNRE,UF SOLAR MANZANARES,Solar fotovoltaica,NEXU,FMANZAN,"33,0"
MAPINOS,18W000000000T7FQ,MAS PINOS,MAS PINOS,Solar fotovoltaica,SOMEN,SENFV1,"2,9"
MARCETA,18W000000000GP73,MARCETA,CH MARCETA,Fluyente,NEXU,HFNEXU,"1,5"
MARCHAL,18W000000000U23O,FV MARCHAL,FV MARCHAL,Solar fotovoltaica,DREUA,FDREU18,"3,5"
MARDESE,18W000000000T6MF,MARDESEVIL,MARDESEVIL,Solar fotovoltaica,RSPRA,FFRSPRA,"2,8"
MARE,18WMARE-123456-3,MARE,SECADO TÉRMICO FANGOS REOCIN,Gas natural cogeneración,CEG,TMARE,"12,0"
MARINA,18W000000000T9UR,MARINA,MARINA,Hidráulica - No UGH,DETIC,HYMARIN,"2,6"
MARINAD,18WMARINAD-123-S,MARINAD,18WMARINAD-123-S,Gas natural cogeneración,EGLE,TMARDG,"3,1"
MARIOLA,18WMARIOLA-123-Q,MARIOLA,18WMARIOLA-123-Q,Derivados del petróleo o carbón,EGLE,TMARIG,"5,4"
MARMELL,18WMARMELL-12--B,MARMELL,P.E.MARMELLAR,Eólica terrestre,EGLE,EMARME,"49,5"
MARQUES,18W000000000HIBC,MARQUES,MARQUES,Solar fotovoltaica,HISPE,FMARQUE,"9,9"
MARTC01,18W000000000MNE8,MARTB_UP,MARTB_UP_COMPRAS,Comercializadores mercado libre,MARTB,MARTC01,"1,0"
MARTIN,18W000000000VBLV,MARTIN,UF SOLAR ARAGONESA,Solar fotovoltaica,NEXU,FMARTIN,"2,0"
MARTINJ,18W000000000N1JN,MARTINJ,PE MARTIN DE LA JARA,Eólica terrestre,IBGES,EHIBGES,"36,0"
MARTON,18W000000000N3FP,MARTON,MARTON,Solar fotovoltaica,WMARK,FMARTON,"10,0"
MASAC01,18W000000000SSIZ,MASAC01,MASAC01,Comercializadores mercado libre,MASAL,MASAC01,"0,1"
MASGALA,18WMASGALA-12-EW,MASGALA,P.E. MASGALAN-CAMPO DO COCO,Eólica terrestre,IBGES,EHIBGES,"49,5"
MASIC01,18W00000000054RX,MASINTELIG,MAS INTELIGENCIA UNIDAD DE PR,Comercializadores mercado libre,MASIN,MASIC01,"0,0"
MASIRP,18W000000000Q7Y0,FYRSPRA,FYRSPRA,Solar fotovoltaica,MASIN,MASIRP,"0,5"
MASNC01,18W000000000SSBC,MASNORTEGL,MASNORTE GLOBAL UP,Comercializadores mercado libre,MASNA,MASNC01,"5,0"
MASQC01,18W000000000IYNA,MASQC01,MASQLUZ PENINSULA,Comercializadores mercado libre,MASQL,MASQC01,"0,1"
MATABUE,18WMATABUE-123-R,MATABUE,P. E. MATABUEY,Eólica terrestre,GNRA,PEVER,"16,2"
MATAC01,18W-MATAC01-1--M,MATACOUTA,MATACOUTA,Consumos directos en mercado,MATA,MATAC01,"0,5"
MATAT,18W000000000BZEG,MATALLANA,HSF LA MATALLANA,Solar fotovoltaica,SOMEN,SENFV1,"2,0"
MAZA,18WMAZA-12345-EK,MAZA,P. E. LA MAZA,Eólica terrestre,IBGES,EHIBGES,"49,5"
MAZEC01,18W000000000T9BS,MAZE ENERG,MAZE ENERGY,Comercializadores mercado libre,MAZEE,MAZEC01,"1,0"
MAZEINI,18W000000000U8YI,GENFV,GENERICA FV,Solar fotovoltaica,MAZEE,MAZEINI,"0,5"
MAZGD,18W000000000QYHR,MAZGD,MAZGD,Solar fotovoltaica,GNRA,FVGNRA,"2,4"
MAZNARS,18W000000000QR40,MANZNS,MANZANARS,Solar fotovoltaica,GNRA,FMNZARS,"30,0"
MAZORAJ,18WPEMAZO-RAJ--I,MAZORAJ,P.E. MAZORRAL-CERRO RAZOLA,Eólica terrestre,EGED,EGREEN,"32,3"
MAZORRA,18WMAZORRA-12-E7,MAZORRA,P.E. LAS MAZORRAS,Eólica terrestre,EGED,EGREEN,"28,3"
MCABEZA,18WMCABEZA-12-EY,MCABEZA,P. E. MONTE CABEZA,Eólica terrestre,IGNIS,EGVENTO,"36,8"
MCAVE,18W000000000F5GC,MAGASCONA,MAGASCONA,Solar fotovoltaica,GNRA,VEMTR,"20,0"
MCH1,18WMCH1-12345-AX,MORANCH 1,MORANCHEL 1,Fluyente,BARER,BERJUCA,"1,4"
MCH2,18WMCH2-12345-AN,MORANCH 2,MORANCHEL 2,Fluyente,BARER,BERJUCA,"1,5"
MCHONI,18WMCHONI-123-EC,MCHONI,MCHONI,Eólica terrestre,IBGES,EHIBGES,"18,0"
MCHONIV,18WMCHONIV-12-EV,MCHONIV,MCHONIV,Eólica terrestre,IBGES,EHIBGES,"48,0"
MCHONSU,18WMCHONSU-12-EW,MCHONSU,MCHONSU,Eólica terrestre,IBGES,EHIBGES,"12,0"
MCLIX,18W000000000TUXW,MCLIX,MCLIX,Solar fotovoltaica,GNRA,UPSON3,"1,2"
MDN1,18WMDN1-12345-AT,MEDIANO 1,MEDIANO 1,Embalse,ENDG,EBRACC2,"33,5"
MDN2,18WMDN2-12345-AJ,MEDIANO 2,MEDIANO 2,Embalse,ENDG,EBRACC2,"33,4"
MED107,18W000000000TZSR,MED107,MED107,Solar fotovoltaica,SOLRC,FMED107,"24,9"
MEGAC01,18W000000000V6SW,MEGAC01,MEGAC01,Comercializadores mercado libre,MEGAW,MEGAC01,"0,1"
MEGC01,18W0000000000NM6,MEGARA ,MEGARA UNIDAD COMPRA,Comercializadores mercado libre,MEG,MEGC01,"0,1"
MEH,18W000000000JE4U,MEH,MUSEO EVOL HUMANA,Gas natural cogeneración,CEG,TMEH,"2,3"
MEIRA,18WMEIRA-1234-E2,MEIRA,P. E. SERRA DE MEIRA,Eólica terrestre,IBGES,EHIBGES,"49,3"
MELENCH,18WMELENCH-123-5,MELENCH,MELENCHONES NORTE,Gas natural cogeneración,CEG,T1CEG,"4,0"
MELIDA,18WMELIDA-1234-P,MELIDA,MELIDA,Fluyente,EGED,HATUDEL,"4,0"
MELUC01,18W-MELUC01-4--E,HISPA,HISPANO TEX S.A.,Consumos directos en mercado,MELUL,MELUC01,"94,1"
MEN1,18WMEN1-12345-AH,MENDARAZ 1,MENDARAZ 1,Fluyente,IBEG,EBRA,"0,2"
MEN2,18WMEN2-12345-A7,MENDARAZ 2,MENDARAZ 2,Fluyente,IBEG,EBRA,"0,3"
MENAUTE,18WMENAUTE-123-U,MENAUTE,MENAUTE,Eólica terrestre,ECYR,EEGPEM,"37,4"
MENEC01,18W-MENEC01-7--F,MENEC01,MOSCOSO ENERGIA,Comercializadores mercado libre,MENER,MENEC01,"4,0"
MERC01,18W000000000OL7K,MERC01,MERC01,Consumos directos en mercado,MEROL,MERC01,"0,6"
MERCA,18WMERCA-1234--9,MERCA,18WMERCA-1234--9,Fluyente,EGLE,HMERCA,"4,8"
MERCCP3,18W-MERCCP3-1--F,RIGHT EXP,RIGHT EXP,Importación Francia,MERCU,MERCCP3,"500,0"
MERCVP3,18W-MERCVP3-8--K,RIGHT IMP,RIGHT IMP,Exportación Francia,MERCU,MERCVP3,"500,0"
MERID19,18W000000000RXT2,MERID19,UF SOLAR MERIDA 19,Solar fotovoltaica,NEXU,FMERI19,"5,0"
MERIDA,18W000000000PH13,MERIDA,SAN SERVAN 2020,Solar fotovoltaica,SHEEN,SHEPV11,"43,2"
MERKC01,18W000000000V19B,MERKAOÑA,MERKAOÑA UNIDAD COMPRA,Comercializadores mercado libre,MERKA,MERKC01,"0,4"
MERML,18W000000000QZDW,MERML,MERML,Solar fotovoltaica,GNRA,FVGNRA,"1,0"
MEROL,18W000000000GPAY,MEROLA,CH MEROLA,Fluyente,NEXU,HFNEXU,"1,1"
MERUELO,18WMERUELO-12-DJ,MERUELO,MERUELO,Biogás,CEG,RMERU,"2,8"
METCEL2,18W000000000S1FB,METCEL2,METCEL2,Comercializadores mercado libre,METEN,METER01,"1,0"
METCEL3,18W000000000S1G9,METCEL3,METCEL3,Comercializadores mercado libre,METEN,METER01,"1,0"
METCEL4,18W000000000S1H7,METCEL4,METCEL4,Comercializadores mercado libre,METEN,METER01,"1,0"
METCEL5,18W000000000S1I5,METCEL5,METCEL5,Comercializadores mercado libre,METEN,METER01,"1,0"
METCEL6,18W000000000S1J3,METCEL6,METCEL6,Comercializadores mercado libre,METEN,METER01,"1,0"
METCEL7,18W000000000S1K1,METCEL7,METCEL7,Comercializadores mercado libre,METEN,METER01,"1,0"
METCEL8,18W000000000S1MY,METCEL8,METCEL8,Comercializadores mercado libre,METEN,METER01,"1,0"
METCELS,18W000000000QKQE,ES-MET_,ES-MET_,Comercializadores mercado libre,METEN,METER01,"1,0"
METEC01,18W000000000MYBI,METEC01,METEC01,Comercializadores mercado libre,METEN,METEC01,"120,0"
METEV01,18W000000000RR6T,FYIBCUR,"IB CUR  ( TARIFA, FOTOVOLTAICA",Solar fotovoltaica,METEN,METEV01,"0,1"
METSAK1,18W000000000TRRG,METSAK1,METSAK1,Comercializadores mercado libre,SAHKO,SAHKR01,"1,0"
METSAK2,18W000000000TRSE,METSAK2,METSAK2,Comercializadores mercado libre,SAHKO,SAHKR01,"1,0"
METSAK3,18W000000000TVOA,METSAK3,METSAK3,Comercializadores mercado libre,SAHKO,SAHKR01,"1,0"
METSAK4,18W000000000TVP8,METSAK4,METSAK4,Comercializadores mercado libre,SAHKO,SAHKR01,"1,0"
METSAK5,18W000000000V5VT,METSAK5,METSAK5,Comercializadores mercado libre,SAHKO,SAHKR01,"1,0"
METSAK6,18W000000000V662,METSAK6,METSAK6,Comercializadores mercado libre,SAHKO,SAHKR01,"1,0"
MEZ1,18WMEZ1-12345-AX,MEZONZO 1,MEZONZO 1,Embalse,GNFG,UFGC,"0,5"
MEZ2,18WMEZ2-12345-AN,MEZONZO 2,MEZONZO 2,Embalse,GNFG,UFGC,"0,4"
MFREC01,18W000000000F345,MFREC01,MFREC01,Consumos directos en mercado,MFRSA,MFREC01,"3,0"
MFUSTE2,18W000000000U3T6,FYEEXXI,"END CUR  ( TARIFA, FOTOVOLTAIC",Solar fotovoltaica,TRISO,MFUSTE2,"0,4"
MG50ZA,18W000000000TYQY,MG50ZA,MG50ZA,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
MGQUILA,18W000000000VHAZ,MGQUILA,UF SOLAR MAGASQUILLA,Solar fotovoltaica,NEXU,FMGQILA,"3,5"
MI2000,18W000000000TS1S,MI2000,MI2000,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
MIAJADA,18WMIAJADA-123-1,BIOMIAJADA,BIOMASA MIAJADAS,Biomasa,EGED,RFEGED,"15,0"
MIBAIDA,18W000000000SZ29,MIBAIDA,UF SOLAR MIRALBAIDA 15,Solar fotovoltaica,NEXU,FMBAIDA,"1,5"
MICHAR,18WMICHAR-123-D1,MICHAR,MICHELIN ARANDA,Gas natural cogeneración,IBGES,TFIBGES,"32,8"
MICHVAL,18WMICHVAL-12-D0,MICHVAL,MICHELIN VALLADOLID,Gas natural cogeneración,IBGES,TFIBGES,"46,0"
MICHVIT,18WMICHVIT-12-DS,MICHVIT,MICHELIN VITORIA,Gas natural cogeneración,IBGES,TFIBGES,"47,0"
