codigo_de_up,descripcion_corta,descripcion_larga,codigo_eic,tipo_de_produccion,negocio,ambito_de_actuacion,zona_de_regulacion,tipo_de_up,sujeto_del_mercado,potencia_maxima_mw
FALQRIA,FALQRIA,ALQUERIA,18W000000000O2TX,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"3,1"
FALTCO,UP ALTCO,UP MAYOR 5MW ALTCO,18W000000000F23A,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"7,8"
FAMORET,ALDEAMORET,PSF ALDEA MORET,18W000000000S9R0,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"10,0"
FANGES1,FANGES1,FV CASA ANGEL RENOVALIA,18W000000000QDIE,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"12,0"
FANOVR,ANOVR,ANOVER,18W000000000LKID,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"46,2"
FANPU,FANPU,UP ANPU SOLAR,18W000000000MOZ0,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"14,0"
FANSA,FANSA,UP ANSA VIGILANCE,18W000000000RV7F,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"2,4"
FANTU,FANTU,UP ANTU SOLAR SL,18W000000000P7UC,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"9,0"
FAQU127,FAQU127,FAQU127,18W000000000TKKE,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"93,8"
FARASU1,PSF ARASUR,PSF ARASUR 1,18W000000000SQQP,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"10,0"
FARASU2,PSF ARASUR,PSF ARASUR 2,18W000000000SQSL,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"10,0"
FARBASL,FARBASL,UP SOLAR ARBA SOLAR 1,18W000000000RXYT,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FARBYON,FARBYON,UP SOLAR ARABAYONA,18W000000000QFJ6,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,5"
FARCA,FARCA,UP SOLAR ARCA,18W000000000SCZC,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,0"
FARCICR,ARCICLLR,ARCICOLLR,18W000000000O2R0,Solar fotovoltaica,Venta,España,GST1 ,Generación,GESTE,"14,5"
FARCO8,FARCO8,FARCO8,18W000000000TQAG,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"45,6"
FARCOS,FARCOS,UP SOLAR LOS ARCOS,18W000000000OK2X,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"40,0"
FARFEN,EOL 20 MW,EOL MAYOR 1 MW,18W000000000UJ9Z,Eólica terrestre,Venta,España,SZR,Generación,FEN,"22,0"
FARGASL,PE_ARGASOL,PARQUE FV ARGASOL,18W000000000PXAB,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"10,0"
FARI111,FARI111,FARI111,18W000000000UHP9,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"35,1"
FAROBO,FAROBO,UP SOLAR ARROLLO,18W000000000QJMP,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,8"
FARPAL,FARPAL,UP SOLAR ARPAL,18W000000000SYSY,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"8,5"
FASETYM,PE_ASETYM,PARQUE FV ASETYM SOL DE MURCIA,18W000000000PX8F,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"3,5"
FASSENE,FASSENE,UP FV ASSET ENERGIA SOLAR,18WFASSENE-123-F,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"7,0"
FASSEST,FASSEST,UP FV ASSET SESTRA,18WFASSEST-123-I,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"7,5"
FASSLOG,FASSLOG,UP FV ASSET LOGISTIC,18WFASSLOG-123-4,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"7,0"
FASTC01,FASTC01,FASTL COMERCIALIZADORA,18W000000000S6QB,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,FASTL,"500,0"
FATCAP,FATCAP,UP AT CAPARACENA,18W000000000V1B7,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"22,0"
FATQINS,FATQINS,UP SOLAR ATAQUINES,18W000000000SUYY,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,8"
FAUDAX,PV AUDAX,PV AUDAX,18W000000000I2K1,Solar fotovoltaica,Venta,España,SZR,Generación,ADXRE,"125,5"
FAUR114,FAUR114,FAUR114,18W000000000TZPX,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"24,9"
FAZARA,UP AZARAR,UP SOLAR  AZARA,18W000000000IBZI,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,8"
FAZUER1,FAZUER1,UP SOLAR AZUER1,18W000000000LX7X,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"42,0"
FAZUER2,FAZUER2,UP SOLAR AZUER2,18W000000000LX9T,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"33,0"
FBADJOZ,FBADJOZ,UP SOLAR BADAJOZ SOLAR 9,18W000000000RXNE,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FBALBON,FBALBON,FBALBON,18W000000000SSF4,Solar fotovoltaica,Venta,España,SZR,Generación,ECYR,"113,0"
FBALFV3,FBALFV3,FBALFV3,18W000000000U9WJ,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"16,1"
FBALZ4V,FBALZ4V,ALZ UP HIBRIDA VENTA FV Y BATERIA,18W000000000UWP1,Híbrida renovable-almacenamiento,Venta,España,SZR,Unidades hibridas,IBGES,"61,8"
FBALZ5V,FBALZ5V,ALZII UP VENTA HIBRIDA FV Y BATERIA,18W000000000UWRY,Híbrida renovable-almacenamiento,Venta,España,SZR,Unidades hibridas,IBGES,"61,8"
FBARAD,BARAD,FBARRAD,18W000000000JWFS,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"1,2"
FBARCI,FBARCI,UP COLMENA SUN BARCIENCE,18W000000000R54P,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"30,0"
FBARGSN,BARGSNORT,BARGASNORTE,18W000000000PYGX,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,7"
FBARGSS,BRNSSUR,BARGSSUR,18W000000000PYIT,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,7"
FBARRO1,FBARRO1,UP SOLAR LOS BARROS 1,18W000000000ULYG,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"4,5"
FBARRO2,FBARRO2,UP SOLAR LOS BARROS 2,18W000000000UM07,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"4,5"
FBASIR,FBASIR,UP SOLAR BASIR,18W000000000SR7N,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"15,5"
FBCERRI,FBCERRI,UP SOLAR BECERRIL,18W000000000TNVK,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,0"
FBEL103,FBEL103,FBEL103,18W000000000TZTP,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"19,9"
FBELCH1,FBELCH1,BELINCHON1,18W000000000Q6KV,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"44,0"
FBELCH2,FBELCH2,FBELCH2,18W000000000Q6LT,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"44,0"
FBELCH3,FBELCH3,FBELCH3,18W000000000Q6MR,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"44,0"
FBELME1,FBELME1,UP SOLAR BELMEZ 1,18W000000000RCFJ,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"0,9"
FBELME2,FBELME2,UP SOLAR BELMEZ2,18W000000000RCHF,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"0,9"
FBELOS,FBELOS,UP FV BELOS,18W000000000I9DV,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"40,0"
FBENEIX,BENEIXAMA,PARQUE FV BENEIXAMA,18W000000000RTX6,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"19,0"
FBENILD,FV BENILDE,BENILDE SOLAR,18W000000000SWP9,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"42,0"
FBETMAI,FBETMAI,FBETMAI,18W000000000V99O,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"150,0"
FBETULA,FBETULA,UP SOLAR BETULA,18W000000000SUU5,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"7,4"
FBHIBHV,FBHIBHV,VENTA HIBRIDACION FV Y BATERIA,18W000000000Q3TM,Híbrida renovable-almacenamiento,Venta,España,IBEG ,Unidades hibridas,IBGES,"85,0"
FBIANHV,FBIANHV,UP HIBRIDA VENTA FV Y BATERIA,18W000000000UOTH,Híbrida renovable-almacenamiento,Venta,España,SZR,Unidades hibridas,IBGES,"70,7"
FBIOLHV,FBIOLHV,OLMEDILLA HIBRIDACION VENTA,18W000000000UB03,Híbrida renovable-almacenamiento,Venta,España,SZR,Unidades hibridas,IBGES,"66,4"
FBIREHV,FBIREHV,REVILLA HIBRIDACION VENTA,18W000000000U8JB,Híbrida renovable-almacenamiento,Venta,España,IBEG ,Unidades hibridas,IBGES,"69,7"
FBIROHV,FBIROHV,ROMERAL HIB FV Y BATERIA,18W000000000TIEW,Híbrida renovable-almacenamiento,Venta,España,SZR,Unidades hibridas,IBGES,"66,4"
FBLANCA,BLNCA,CSBLANCA,18W000000000N7DH,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,1"
FBLCON1,FBLCON1,UP SOLAR BELINCHON1,18W000000000QAMF,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"41,2"
FBLCON2,FBLCON2,UP SOLAR BELINCHON 2,18W000000000QE50,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"41,2"
FBLCON3,FBLCON3,UP SOLAR BELINCHON3,18W000000000QTEB,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"41,2"
FBLDIO2,BLDIO,BALDIO2,18W000000000MZ2X,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"17,0"
FBLMER2,FBLMER2,UP SOLAR MER2,18W000000000TEQK,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"14,0"
FBLMER3,FBLMER3,UP SOLAR MER3,18W000000000TERI,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"7,0"
FBLOPR2,FBLOPR2,UP SOLAR PR2,18W000000000T856,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"9,0"
FBLOPR3,FBLOPR3,UP SOLAR PR3,18W000000000T864,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"8,0"
FBOLAR1,FBOLAR1,FBOLAR1,18W000000000T7R2,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"45,0"
FBOLAR2,FBOLAR2,FBOLAR2,18W000000000T7TZ,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"45,0"
FBOLAR3,FBOLAR3,FBOLAR3,18W000000000T7VV,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"23,5"
FBOYAL,FBOYAL,UP SOLAR EL BOYAL,18W000000000UYI9,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,0"
FBRCNES,FBRCNES,UP SOLAR BARCONES,18W000000000SDAM,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,0"
FBRDENA,FBRDENAS,FBRDENAS,18W000000000IPXH,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"5,4"
FBRDENS,BRDNS,BRDNASS,18W000000000NDV0,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,0"
FBRERAS,BRERAS,LUMBRERAS,18W000000000NKK1,Solar fotovoltaica,Venta,España,GST1 ,Generación,GESTE,"43,4"
FBRGAS,FBRGAS,UP SOLAR BARGAS,18W000000000R56L,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FBRISAS,FBRISAS,UP SOLAR LAS BRISAS,18W000000000RT0Z,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,4"
FBRVLS1,FBRVLS1,UP SOLAR BROVALES 1,18W000000000RQSP,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"40,0"
FBRVLS2,FBRVLS2,UP SOLAR BROVALES 2,18W000000000RM0J,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"40,0"
FBRVLS3,FBRVLS3,UP SOLAR BROVALES3,18W000000000RKLK,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"14,0"
FBUIXEU,FBUIXEU,UP SOLAR BUIXALLEU,18W000000000QHJ0,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,2"
FBURGLL,FBURGLL,UP SOLAR BURGUILLOS,18W000000000PVQM,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"21,2"
FBURGO1,FBURGO1,UP FBURGO 1,18W000000000RILQ,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,1"
FBURGO2,FBURGO2,UP FBURGO2,18W000000000RIMO,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,1"
FBURRI1,FBURRI1,FBURRI1,18W000000000USNH,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"5,0"
FBURRI2,FBURRI2,FBURRI2,18W000000000USOF,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"5,0"
FCABEZA,CABEZA,CABEZASS,18W000000000NDS6,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"1,6"
FCABLDO,FCABLDO,UP SOLAR CABILDO,18W000000000SUW1,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FCABZLA,FCABZLA,UP SOLAR CABEZUELAS,18W000000000RQUL,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,4"
FCACRE1,FCACRE1,UP SOLAR CACERES 1,18W000000000UGHS,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"4,3"
FCACRE2,FCACRE2,UP SOLAR CACERES 2,18W000000000UIES,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"4,3"
FCADIMA,FCADIMA,UP FV CADIMA,18W000000000G2AT,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"33,1"
FCALCAL,FCALCAL,UP FV CALCAL,18W000000000L28D,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"10,0"
FCALERA,CALERA,CALERACHOZAS,18W000000000N0C3,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"13,4"
FCALIG,FCALIG,UP SOLAR CALIG,18W000000000ONV3,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,2"
FCAMPAN,FCP,FCPAM,18W000000000H0GJ,Solar fotovoltaica,Venta,España,GST1 ,Generación,GESTE,"31,5"
FCAMRIO,FCAMRIO,FCAMRIO,18W000000000UYPW,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"8,5"
FCANAME,UP CANAME,UP  MAYOR 5MW CANAME,18W000000000FNMK,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,5"
FCANAVE,CAÑAVEROSA,CAÑAVEROSA,18WFCANAVE-123-Q,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"6,0"
FCANES,FCANES,UP SOLAR CANES,18W000000000T1AH,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"38,2"
FCANILS,FCANILS,UP SOLAR CANILES,18W000000000S7WX,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,8"
FCAPRI,FCAPRI,FCAPRI,18W000000000KNDI,Solar fotovoltaica,Venta,España,ALP ,Generación,HISPE,"21,5"
FCARAVA,FCARAVA,FCARAVA,18W000000000QRDJ,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"1,5"
FCARMON,FCARMON,UP SOLAR CARMONA,18W000000000SEWC,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FCAROL4,CAROLINAS4,FV CAROLINAS 4,18W000000000TG8D,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"3,0"
FCAROLI,CAROLINAS3,FV CAROLINAS 3,18W000000000TG7F,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"3,0"
FCARRIL,FCARRIL,UP FV CARRIL,18W000000000HG5U,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"42,2"
FCARTU,FCATUR,UP PSFV-CARTUJA,18W000000000LZED,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"43,0"
FCARVAC,CAR,CARAVACA,18W000000000R29O,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,0"
FCASAQ1,FCASAQ1,CASAQUEMADA I,18W000000000Q1TS,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"29,0"
FCASAQ2,FCASAQ2,CASAQUEMADA II,18W000000000Q1UQ,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"29,0"
FCASTJA,FCASTJA,UP FV CASTJA,18WFCASTJA-123-3,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,8"
FCASTOR,CASTOR,CASTOR,18W000000000MEKN,Solar fotovoltaica,Venta,España,ALP ,Generación,HISPE,"42,5"
FCASTU,FCASTU,UP SOLAR CASTUERA,18W000000000TPWC,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"88,0"
FCASTUR,FCASTUR,UP SOLAR CASTUR,18W000000000QB3D,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,2"
FCAT,FCAT,FCAT,18W000000000TX63,Solar fotovoltaica,Venta,España,SZR,Generación,REPSB,"74,2"
FCBANAL,FCBANAL,UP SOLAR CIBANAL 1,18W000000000U17J,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,9"
FCELEO,FCELEO,UP SOLAR CELEO,18W000000000SIU4,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FCEN121,CENTAURUS,CENTUARUS SOLAR FV121,18W000000000T63G,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"40,4"
FCEP116,FCEP116,FCEP116,18W000000000TZVL,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"30,4"
FCERRAT,FCERRAT,FCERRAT,18W000000000SEDD,Solar fotovoltaica,Venta,España,SZR,Generación,REPSB,"82,0"
FCLASA,FCLASA,UP SOLAR CLASA,18W000000000T32R,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,1"
FCLMNTE,FCLMNTE,UP SOLAR SAN CLEMENTE,18W000000000SQFA,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FCLUGAR,FCLUGAR,UP SOLAR CAMPO LUGAR,18W000000000T35L,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,9"
FCLVRON,FCLVRON,UP SOLAR CALAVERON,18W000000000LZZ8,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"20,0"
FCMONA1,FCMONA1,UP SOLAR CARMONA 1,18W000000000SEY8,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FCNDCLL,FCNDCLL,UP SOLAR CONDECILLO,18W000000000VGYR,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,0"
FCNTRAS,FCNTRAS,UP SOLAR CONTRERAS,18W000000000QMOC,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,0"
FCNVIA1,FCNVIA1,UP SOLAR CENTROVIA 1,18W000000000SGKU,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,2"
FCNVIA2,FCNVIA2,UP SOLAR CENTROVIA 2,18W000000000SGLS,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,2"
FCNVIA3,FCNVIA3,UP SOLAR CENTROVIA 3,18W000000000SGMQ,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,1"
FCOLLAR,FCOLLAR,UP SOLAR AZNALCOLLAR,18W000000000UEW4,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"41,6"
FCOLON,FCOLON,FCOLON,18W000000000SRPO,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"15,9"
FCONS18,FV CONSTAN,FV CONSTANTI 18,18W000000000UVO6,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"5,0"
FCONSTA,PS CONSTAN,PS CONSTANTI 42,18W000000000SQUH,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"14,2"
FCONTR1,FCONTR1,UP SOLAR DE LA CONTRAVIESA 1,18W000000000RTD9,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"5,0"
FCONTR2,FCONTR2,UP COLAR DE LA CONTRAVIESA 2 SL,18W000000000RTG3,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"3,6"
FCONV61,FCONV61,UP FV CONVERTIDOR SOLAR 66,18WFCONV61-123-B,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"7,2"
FCORELA,FCORELA,FCORELA,18W000000000INEO,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"7,3"
FCORESE,FCORESE,UP SOLAR CORESES,18W000000000MZUE,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,9"
FCORIA,FCORIA,UP SOLAR AURA DE GUIJO DE CORIA,18W000000000OA0U,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,5"
FCORONA,FCORONA,FCORONA,18W000000000TJMD,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"40,0"
FCORVER,FCORVER,UP SOLAR CORVERA,18W000000000R9Q6,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,0"
FCORVRA,FCORVRA,UP SOLAR CORVERA,18W000000000UYK5,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"28,7"
FCOSENT,COSENT,COSENT,18W000000000NX8N,Solar fotovoltaica,Venta,España,SZR,Generación,HISPE,"19,8"
FCOTILL,FCOTILL,UP FV TORRES COTILLAS,18W000000000G244,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"42,2"
FCPILLA,FCPILLA,UP SOLAR CAPILLA,18W000000000RIU8,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"42,0"
FCRASCA,FCRASCA,UP SOLAR CARRASCA 1,18W000000000U19F,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,1"
FCRJOS1,FCRJOS1,UP SOLAR CARTUJOS 1,18W000000000QAIN,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"20,0"
FCRJOS2,FCRJOS2,UP SOLAR CARTUJOS 2,18W000000000QAJL,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"10,0"
FCRMON1,FCRMON1,UP SOLAR CARMONA 1,18W000000000UFS9,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"36,6"
FCRMON2,FCRMON2,UP SOLAR CARMONA 2,18W000000000UFT7,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"36,6"
FCRMON3,FCRMON3,UP SOLAR CARMONA 3,18W000000000UFU5,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"36,6"
FCRONOS,CRONO,CRONOS,18W000000000MP2Q,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"3,3"
FCRTBAL,FCRTBAL,UP SOLAR SAN CRISTOBAL,18W000000000SQ7Q,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,7"
FCRUZ,FCRUZ,FCRUZ,18W000000000SIA7,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"5,0"
FCRYLUS,FCRYLUS,UP SOLAR CORYLUS,18W000000000SUT7,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FCSERAS,FCSERAS,UP SOLAR CASTELSERAS,18W000000000P9IU,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,1"
FCSTEL1,FCSTEL1,UP SOLAR CASTELNOU,18W000000000QJQH,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,1"
FCSTEL2,FCASTEL2,UP SOLAR CASTELNOU II,18W000000000QJNN,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,8"
FCTANEA,FCTANEA,UP SOLAR CATANEA,18W000000000SUS9,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FCTLINA,FCTLINA,UP SOLAR SANTA CATALINA,18W000000000RWD0,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"30,0"
FCTRAV2,FCTRAV2,UP SOLAR CALATRAVA2,18W000000000RJ3M,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"41,0"
FCTUERA,FCTUERA,UP SOLAR CASTUERA,18W000000000QMLI,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,5"
FCUARTI,FCUARTI,FV CUARTILLEJO,18W000000000OR1E,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"4,6"
FCUBI,FCUBI,FCUBI,18W000000000SJT3,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"26,0"
FCUBLA,FCUBLA,UP SOLAR CUBLA,18W000000000SZO2,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,6"
FCVALDE,VALDES,CASA VALDES,18W000000000P5RO,Solar fotovoltaica,Venta,España,SZR,Generación,HISPE,"44,0"
FDAGAC,FDAGAC,FDAGAC,18W000000000RUQH,Solar fotovoltaica,Venta,España,SZR,Generación,GAC,"4,0"
FDAJOZ,FDAJOZ,FDAJOZ,18W000000000TJO9,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"40,0"
FDBGAC,FDBGAC,FDBGAC,18W000000000RURF,Solar fotovoltaica,Venta,España,SZR,Generación,GAC,"4,0"
FDCGAC,FDCGAC,FDCGAC,18W000000000RUSD,Solar fotovoltaica,Venta,España,SZR,Generación,GAC,"5,0"
FDDGAC,FDDGAC,FDDGAC,18W000000000RUTB,Solar fotovoltaica,Venta,España,SZR,Generación,GAC,"5,0"
FDEL108,FDEL108,FDEL108,18W000000000UHR5,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"40,0"
FDELMAI,FDELMAI,FDELMAI,18W000000000V9H8,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"125,0"
FDESENE,FDESENE,UP FV DESARROLLOS ENERGETICOS SOLARES,18WFDESENE-123-M,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"6,8"
FDHSLA,FDHSLA,UP SOLAR DEHESILLA,18W000000000PVLW,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,6"
FDIO153,FDIO153,FDIO153,18W000000000UDX5,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"40,0"
FDRACOS,DRACO,DRACOS,18W000000000O9E5,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"40,0"
FDREU04,CLIMASTER,FV CLIMASTER,18W000000000GUF9,Solar fotovoltaica,Venta,España,SZR,Generación,DREUA,"3,4"
FDREU05,ZARZA,FV ZARZA,18W000000000H9ZS,Solar fotovoltaica,Venta,España,SZR,Generación,DREUA,"1,6"
FDREU06,GT PILAR,GT PILAR DE LA HORADADA,18W000000000M3FT,Solar fotovoltaica,Venta,España,SZR,Generación,DREUA,"2,0"
FDREU07,FV BANY 16,FV BANYERES 1600,18W000000000M3HP,Solar fotovoltaica,Venta,España,SZR,Generación,DREUA,"1,6"
FDREU08,FV BELINCH,FV BELINCHON,18W000000000NXG7,Solar fotovoltaica,Venta,España,SZR,Generación,DREUA,"1,3"
